country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
India,1961,IND,446564731.0,536352000000.0,4.205,0.009,120.399,9.079,8.156,781.84,200.479,34.484,1.751,1.458,,0.27,0.224,,94.88,0.212,,,,44.617,2951.4,30406.523,2634.55,,0.004,29970.275,272.23,,,,,,0.004,0.0,0.496,2.301,661.441,1.481,450.434,1.009,66.259,0.148,21.31,0.048,,,,2.562,1.279,4.587,1.919,1.891,0.929,3.644,1.064,,0.0,5.751,0.496,,,0.0,8.669,0.644,,4.182,0.011,0.009,0.022,0.002,1027.631,221.377,,
India,1962,IND,457283091.0,548432000000.0,4.381,0.01,132.58,12.18,10.117,524.893,-256.947,-32.864,1.148,0.957,,0.29,0.242,,103.258,0.226,,,,48.998,3083.98,30931.414,2737.808,0.044,0.015,30362.59,297.116,,,,0.044,0.0,0.011,0.0,0.517,1.993,392.313,0.858,453.018,0.991,66.704,0.146,24.886,0.054,,,,2.484,1.36,3.109,2.095,1.932,0.942,3.634,1.084,0.004,0.0,5.748,0.508,,0.051,0.001,5.496,0.699,,4.181,0.011,0.009,0.023,0.002,911.533,236.423,,
India,1963,IND,468138576.0,576288000000.0,4.771,0.01,142.439,9.859,7.436,493.801,-31.092,-5.923,1.055,0.857,,0.304,0.247,,110.415,0.236,,,,53.769,3226.419,31425.217,2848.222,0.18,0.026,30713.953,324.222,,,,0.136,0.0,0.011,0.0,0.532,1.922,351.362,0.751,454.7,0.971,67.299,0.144,27.106,0.058,,,,2.565,1.387,2.868,2.162,1.975,0.955,3.618,1.106,0.014,0.0,5.739,0.521,,0.15,0.001,5.053,0.713,,4.176,0.011,0.01,0.023,0.002,899.994,248.868,,
India,1964,IND,479229599.0,620466000000.0,4.944,0.01,139.483,-2.956,-2.075,485.777,-8.024,-1.625,1.014,0.783,,0.291,0.225,,105.92,0.221,,,,58.713,3365.902,31910.994,2954.143,0.656,0.048,31060.244,352.343,,,,0.476,0.001,0.022,0.0,0.514,1.878,346.294,0.723,458.401,0.957,69.102,0.144,28.121,0.059,,,,2.398,1.289,2.778,2.032,2.005,0.965,3.602,1.124,0.048,0.0,5.732,0.531,,0.422,0.002,5.2,0.685,,4.169,0.012,0.01,0.024,0.002,899.837,246.171,,
India,1965,IND,490140142.0,596065000000.0,5.398,0.011,153.697,14.214,10.19,473.982,-11.794,-2.428,0.967,0.795,0.765,0.314,0.258,0.248,116.452,0.238,,,,64.111,3519.599,32384.975,3070.594,1.407,0.33,31380.531,383.157,,1263.825,1.039,0.751,0.002,0.282,0.001,0.538,1.84,320.286,0.653,458.503,0.935,68.946,0.141,30.814,0.063,,,619.451,2.494,1.359,2.678,2.202,2.039,0.978,3.584,1.145,0.094,0.002,5.724,0.541,,0.576,0.023,5.016,0.699,,4.158,0.012,0.01,0.024,0.002,901.795,263.793,,
India,1966,IND,500740250.0,601425000000.0,5.57,0.011,159.371,5.675,3.692,561.75,87.767,18.517,1.122,0.934,0.88,0.318,0.265,0.25,116.982,0.234,,,,69.681,3678.97,32946.727,3187.576,2.239,0.641,31782.91,418.834,,1274.94,1.062,0.832,0.002,0.311,0.001,0.541,1.919,402.378,0.804,465.344,0.929,71.735,0.143,35.676,0.071,,,638.414,2.39,1.343,3.159,2.187,2.063,0.989,3.576,1.166,0.137,0.004,5.735,0.555,,0.575,0.023,6.8,0.75,,4.15,0.012,0.01,0.025,0.002,960.743,271.02,,
India,1967,IND,511606377.0,650716000000.0,5.821,0.011,159.557,0.186,0.117,571.822,10.072,1.793,1.118,0.879,0.868,0.312,0.245,0.242,119.096,0.233,,,,75.502,3838.528,33518.547,3306.672,3.693,1.129,32195.174,451.532,,1286.992,1.012,1.455,0.003,0.487,0.001,0.533,1.904,412.265,0.806,469.073,0.917,74.474,0.146,32.698,0.064,,,658.434,2.427,1.304,3.093,2.263,2.087,0.999,3.566,1.186,0.202,0.006,5.745,0.56,,0.762,0.034,6.596,0.644,,4.143,0.013,0.01,0.025,0.002,974.096,272.544,,
India,1968,IND,522716893.0,668220000000.0,5.872,0.011,174.071,14.513,9.096,437.837,-133.985,-23.431,0.838,0.655,0.622,0.333,0.26,0.247,123.826,0.237,,,,81.374,4012.598,33956.383,3430.499,5.064,1.88,32458.939,493.782,,1346.781,1.054,1.37,0.003,0.751,0.001,0.555,1.767,263.766,0.505,475.924,0.91,76.965,0.147,42.25,0.081,,,703.985,2.3,1.349,2.277,2.328,2.101,1.011,3.54,1.208,0.249,0.009,5.727,0.573,,0.672,0.048,4.169,0.764,,4.13,0.013,0.011,0.026,0.002,923.717,289.916,,
India,1969,IND,533880545.0,712563000000.0,6.438,0.012,177.411,3.341,1.919,486.366,48.53,11.084,0.911,0.683,0.623,0.332,0.249,0.227,123.367,0.231,,,,87.812,4190.009,34442.75,3553.865,6.324,2.876,32767.895,539.132,,1461.818,1.095,1.26,0.002,0.997,0.002,0.552,1.782,308.955,0.579,480.861,0.901,78.891,0.148,45.349,0.085,,,780.436,2.379,1.289,2.349,2.236,2.119,1.02,3.515,1.227,0.278,0.013,5.712,0.585,,0.516,0.058,4.451,0.759,,4.113,0.013,0.011,0.026,0.002,951.629,294.57,,
India,1970,IND,545864271.0,748744000000.0,6.495,0.012,181.724,4.313,2.431,378.055,-108.311,-22.269,0.693,0.505,0.495,0.333,0.243,0.238,123.551,0.226,,,,94.307,4371.733,34820.805,3677.416,7.746,3.8,32964.227,588.465,,1399.141,1.02,1.422,0.003,0.923,0.002,0.556,1.658,196.331,0.36,485.106,0.889,80.102,0.147,49.333,0.09,,,763.741,2.253,1.22,1.751,2.168,2.128,1.027,3.477,1.245,0.304,0.016,5.68,0.595,,0.512,0.052,2.935,0.726,,4.09,0.013,0.011,0.027,0.002,904.872,303.439,,
India,1971,IND,558096385.0,755656000000.0,7.052,0.013,191.965,10.241,5.635,429.567,51.512,13.625,0.77,0.568,0.541,0.344,0.254,0.242,126.968,0.228,,,,101.359,4563.698,35250.371,3804.384,9.164,4.884,33201.828,643.907,,1423.385,1.051,1.418,0.003,1.085,0.002,0.563,1.698,237.602,0.426,489.603,0.877,82.297,0.147,55.443,0.099,,,794.386,2.327,1.238,1.985,2.227,2.141,1.035,3.446,1.264,0.319,0.019,5.661,0.607,,0.441,0.056,3.87,0.77,,4.072,0.014,0.011,0.027,0.002,947.719,314.446,,
India,1972,IND,570482138.0,753543000000.0,7.363,0.013,203.037,11.072,5.768,589.247,159.68,37.172,1.033,0.782,0.705,0.356,0.269,0.243,134.378,0.236,,,,108.722,4766.735,35839.617,3938.762,10.377,6.09,33588.039,702.785,,1465.179,1.109,1.213,0.002,1.205,0.002,0.578,1.818,386.21,0.677,492.404,0.863,84.267,0.148,58.878,0.103,,,835.859,2.292,1.251,2.6,2.361,2.15,1.042,3.427,1.284,0.322,0.022,5.664,0.617,,0.35,0.059,5.999,0.758,,4.055,0.014,0.011,0.028,0.002,1036.977,329.627,,
India,1973,IND,583465599.0,788800000000.0,6.921,0.012,209.096,6.059,2.984,551.571,-37.676,-6.394,0.945,0.699,0.646,0.358,0.265,0.245,137.81,0.236,,,,115.643,4975.831,36391.191,4076.572,11.824,7.258,33930.516,764.535,,1462.509,1.082,1.447,0.002,1.169,0.002,0.579,1.771,342.475,0.587,498.005,0.854,86.227,0.148,61.749,0.106,,,853.324,2.035,1.224,2.364,2.351,2.143,1.049,3.404,1.304,0.326,0.024,5.662,0.626,,0.36,0.053,5.476,0.751,,4.035,0.014,0.011,0.028,0.002,1033.436,338.05,,
India,1974,IND,597041391.0,796992000000.0,6.501,0.011,215.854,6.758,3.232,522.45,-29.121,-5.28,0.875,0.656,0.578,0.362,0.271,0.239,145.64,0.244,,,,122.144,5191.685,36913.645,4222.211,13.55,8.618,34237.109,825.163,,1514.112,1.134,1.726,0.003,1.359,0.002,0.585,1.722,306.596,0.514,503.741,0.844,86.104,0.144,60.628,0.102,,,903.988,1.909,1.27,2.241,2.486,2.129,1.056,3.379,1.326,0.338,0.027,5.654,0.634,,0.441,0.06,4.857,0.749,,4.015,0.015,0.012,0.029,0.003,1028.272,349.02,,
India,1975,IND,611309536.0,868010000000.0,7.288,0.012,234.21,18.356,8.504,477.742,-44.708,-8.557,0.782,0.55,0.491,0.383,0.27,0.241,161.339,0.264,,,,129.432,5425.895,37391.383,4383.55,15.561,10.351,34480.645,887.001,,1590.048,1.12,2.012,0.003,1.733,0.003,0.61,1.694,243.533,0.398,515.051,0.843,94.435,0.154,61.838,0.101,,,972.011,2.144,1.379,2.067,2.681,2.13,1.067,3.352,1.351,0.358,0.03,5.637,0.642,,0.597,0.077,3.977,0.772,,3.998,0.015,0.012,0.029,0.003,1035.697,373.175,,
India,1976,IND,625861887.0,878540000000.0,8.279,0.013,244.75,10.54,4.5,438.824,-38.918,-8.146,0.701,0.499,0.43,0.391,0.279,0.24,168.921,0.27,,,,137.711,5670.645,37830.211,4552.471,17.378,12.645,34674.715,950.44,,1628.88,1.16,1.817,0.003,2.294,0.004,0.617,1.633,194.074,0.31,517.864,0.827,93.849,0.15,63.438,0.101,,,1019.454,2.325,1.37,1.834,2.713,2.141,1.077,3.32,1.377,0.366,0.034,5.613,0.648,,0.46,0.097,3.202,0.748,,3.978,0.015,0.012,0.03,0.003,1022.088,386.139,,
India,1977,IND,640801106.0,947196000000.0,8.322,0.013,258.962,14.212,5.807,662.515,223.692,50.975,1.034,0.699,0.614,0.404,0.273,0.24,177.511,0.277,,,,146.034,5929.606,38492.723,4729.982,19.471,15.125,35078.27,1018.996,,1682.769,1.138,2.092,0.003,2.48,0.004,0.627,1.802,403.553,0.63,527.295,0.823,98.022,0.153,68.556,0.107,,,1078.32,2.233,1.411,2.652,2.784,2.146,1.089,3.306,1.404,0.38,0.038,5.619,0.656,,0.548,0.103,6.096,0.782,,3.964,0.016,0.012,0.03,0.003,1154.972,401.847,,
India,1978,IND,655728226.0,997920000000.0,8.421,0.013,263.15,4.188,1.617,531.022,-131.493,-19.848,0.81,0.532,0.474,0.401,0.264,0.235,174.689,0.266,,,,154.455,6192.757,39023.742,4904.671,21.453,17.866,35346.141,1094.313,,1709.508,1.123,1.982,0.003,2.741,0.004,0.621,1.689,267.872,0.409,533.68,0.814,102.438,0.156,75.317,0.115,,,1120.973,2.116,1.383,2.075,2.683,2.144,1.099,3.279,1.428,0.389,0.043,5.603,0.665,,0.508,0.108,4.081,0.825,,3.945,0.016,0.012,0.031,0.003,1107.327,407.441,,
India,1979,IND,671155746.0,947528000000.0,7.752,0.012,276.285,13.135,4.991,463.032,-67.99,-12.804,0.69,0.489,0.391,0.412,0.292,0.234,180.623,0.269,,,,162.207,6469.042,39486.773,5085.293,23.67,20.896,35532.891,1176.976,,1762.57,1.248,2.217,0.003,3.03,0.005,0.63,1.615,186.747,0.278,538.597,0.802,104.458,0.156,82.664,0.123,,,1182.959,1.92,1.416,1.826,2.656,2.132,1.109,3.249,1.452,0.403,0.047,5.58,0.677,,0.615,0.114,3.189,0.896,,3.925,0.016,0.013,0.031,0.003,1084.193,423.042,,
India,1980,IND,687354029.0,1015105000000.0,7.545,0.011,291.714,15.429,5.585,492.45,29.418,6.353,0.716,0.485,0.404,0.424,0.287,0.239,197.34,0.287,,,,169.751,6760.756,39979.23,5282.634,24.835,23.384,35733.625,1260.153,,1772.884,1.2,1.165,0.002,2.488,0.004,0.643,1.624,200.736,0.292,549.422,0.799,106.621,0.155,83.176,0.121,,,1218.599,1.858,1.503,1.938,2.825,2.118,1.122,3.222,1.478,0.401,0.049,5.559,0.69,,0.368,0.091,3.345,0.933,,3.908,0.016,0.013,0.032,0.003,1116.052,441.702,,
India,1981,IND,703696251.0,1077444000000.0,8.888,0.013,314.969,23.255,7.972,550.137,57.687,11.714,0.782,0.511,0.408,0.448,0.292,0.233,210.308,0.299,,,,178.639,7075.725,40529.363,5492.942,28.011,26.267,35968.793,1349.866,,1917.425,1.252,3.177,0.005,2.884,0.004,0.673,1.677,235.168,0.334,563.146,0.8,111.978,0.159,89.713,0.127,,,1349.285,2.188,1.668,2.226,3.029,2.122,1.139,3.203,1.508,0.436,0.052,5.546,0.706,,1.339,0.104,4.029,1.058,,3.901,0.017,0.013,0.033,0.003,1180.15,473.408,,
India,1982,IND,720313473.0,1111560000000.0,9.676,0.013,325.383,10.414,3.306,484.772,-65.366,-11.882,0.673,0.436,0.363,0.452,0.293,0.244,213.126,0.296,,,,188.315,7401.108,41014.137,5706.068,31.826,30.627,36128.184,1444.272,,1854.816,1.202,3.814,0.005,4.36,0.006,0.677,1.607,159.389,0.221,567.532,0.788,112.848,0.157,94.407,0.131,,,1336.049,2.395,1.737,1.998,3.016,2.134,1.156,3.18,1.537,0.477,0.058,5.523,0.724,,1.619,0.161,2.881,1.141,,3.894,0.017,0.013,0.033,0.003,1157.605,487.8,,
India,1983,IND,737372683.0,1202349000000.0,10.951,0.015,352.205,26.822,8.243,688.35,203.578,41.995,0.934,0.573,0.49,0.478,0.293,0.251,232.525,0.315,,,,199.266,7753.313,41702.484,5938.593,36.142,35.871,36464.328,1543.442,,1905.482,1.169,4.316,0.006,5.243,0.007,0.706,1.762,336.145,0.456,587.0,0.796,120.202,0.163,99.17,0.134,,,1405.05,2.65,1.863,2.782,3.199,2.157,1.176,3.173,1.569,0.525,0.065,5.525,0.743,,2.028,0.191,5.756,1.207,,3.898,0.017,0.014,0.034,0.003,1299.55,520.873,,
India,1984,IND,754875449.0,1248910000000.0,12.593,0.017,361.569,9.364,2.659,566.465,-121.885,-17.707,0.75,0.454,0.377,0.479,0.29,0.241,231.501,0.307,,,,211.858,8114.882,42268.949,6170.094,41.341,42.041,36669.223,1649.548,,1988.3,1.202,5.199,0.007,6.17,0.008,0.709,1.668,204.896,0.271,596.245,0.79,125.762,0.167,106.106,0.141,,,1500.919,2.99,1.858,2.189,3.052,2.194,1.196,3.154,1.598,0.585,0.072,5.503,0.764,,2.784,0.208,3.189,1.288,,3.898,0.018,0.014,0.034,0.003,1259.243,535.071,,
India,1985,IND,772647800.0,1298600000000.0,14.39,0.019,397.601,36.032,9.966,569.399,2.934,0.518,0.737,0.438,0.359,0.515,0.306,0.251,253.298,0.328,,,,226.248,8512.483,42838.352,6423.392,47.295,49.24,36841.02,1766.308,,2050.433,1.22,5.954,0.008,7.2,0.009,0.744,1.667,171.798,0.222,603.272,0.781,128.445,0.166,116.76,0.151,,,1584.263,3.38,1.974,2.114,3.11,2.244,1.218,3.133,1.629,0.653,0.08,5.473,0.788,,3.281,0.233,2.531,1.416,,3.899,0.018,0.014,0.035,0.003,1287.643,574.484,,
India,1986,IND,790689977.0,1353105000000.0,16.006,0.02,426.318,28.717,7.223,639.579,70.18,12.325,0.809,0.473,0.377,0.539,0.315,0.251,273.18,0.345,,,,242.254,8938.801,43477.93,6696.572,52.26,59.551,37054.285,1888.165,,2144.444,1.253,4.965,0.006,10.31,0.013,0.781,1.723,213.261,0.27,622.089,0.787,134.928,0.171,121.857,0.154,,,1695.591,3.623,2.086,2.336,3.307,2.302,1.243,3.117,1.663,0.705,0.092,5.448,0.812,,2.926,0.342,3.071,1.435,,3.906,0.018,0.014,0.036,0.003,1362.668,617.684,,
India,1987,IND,808931268.0,1412884000000.0,16.412,0.02,455.355,29.037,6.811,599.055,-40.524,-6.336,0.741,0.424,0.332,0.563,0.322,0.253,291.868,0.361,,,,258.665,9394.155,44076.98,6988.439,58.888,72.327,37197.984,2015.836,,2228.686,1.276,6.628,0.008,12.776,0.016,0.812,1.674,143.7,0.178,625.961,0.774,131.214,0.162,127.671,0.158,,,1802.854,3.58,2.157,2.17,3.414,2.355,1.269,3.099,1.7,0.777,0.107,5.418,0.836,,4.066,0.389,2.211,1.488,,3.912,0.019,0.015,0.036,0.003,1354.345,656.67,,
India,1988,IND,827342994.0,1560090000000.0,18.229,0.022,491.7,36.345,7.982,731.148,132.093,22.05,0.884,0.469,0.373,0.594,0.315,0.251,317.181,0.383,,,,276.894,9885.855,44808.129,7305.62,66.359,87.533,37437.426,2149.45,,2371.811,1.258,7.471,0.009,15.205,0.018,0.854,1.782,239.447,0.289,651.716,0.788,142.239,0.172,133.614,0.161,,,1962.302,3.783,2.243,2.604,3.589,2.415,1.297,3.089,1.74,0.854,0.123,5.404,0.859,,4.025,0.443,3.889,1.503,,3.925,0.019,0.015,0.037,0.003,1474.339,706.886,,
India,1989,IND,846039528.0,1663728000000.0,20.791,0.025,540.662,48.962,9.958,723.039,-8.108,-1.109,0.855,0.435,0.337,0.639,0.325,0.252,339.636,0.401,,,,297.685,10426.518,45531.168,7645.256,77.362,106.05,37619.805,2300.164,,2533.468,1.288,11.003,0.013,18.518,0.022,0.906,1.79,182.377,0.216,666.683,0.788,144.925,0.171,150.714,0.178,,,2143.414,4.225,2.435,2.566,3.847,2.489,1.329,3.079,1.783,0.977,0.142,5.384,0.888,,7.288,0.514,3.049,1.668,,3.941,0.02,0.015,0.038,0.003,1514.593,766.843,,
India,1990,IND,864972221.0,1750993000000.0,22.348,0.026,577.987,37.325,6.904,763.268,40.229,5.564,0.882,0.436,0.332,0.668,0.33,0.251,366.504,0.424,583.353,0.674,0.333,320.033,11004.504,46294.438,8011.76,87.232,127.148,37805.09,2458.331,,2659.855,1.314,9.871,0.011,21.097,0.024,0.889,1.765,185.282,0.214,636.163,0.735,147.914,0.171,158.167,0.183,,,2300.701,4.537,2.543,2.672,4.232,2.57,1.363,3.072,1.832,1.067,0.162,5.366,0.916,,3.844,0.557,3.179,1.72,,3.951,0.02,0.016,0.039,0.003,1526.914,768.946,5.366,0.928
India,1991,IND,883927605.0,1768493598375.0,24.503,0.028,615.388,37.402,6.471,764.377,1.109,0.145,0.865,0.432,0.315,0.696,0.348,0.253,393.066,0.445,603.908,0.683,0.341,344.536,11619.894,47058.816,8404.826,95.066,150.711,37954.078,2624.754,,2746.45,1.373,7.834,0.009,23.563,0.027,0.918,1.766,148.989,0.169,643.841,0.728,152.574,0.173,166.423,0.188,,,2427.663,4.855,2.652,2.643,4.584,2.659,1.399,3.064,1.884,1.126,0.183,5.343,0.944,,2.878,0.612,2.605,1.723,,3.963,0.02,0.016,0.04,0.003,1561.427,811.302,-11.48,-1.865
India,1992,IND,902957075.0,1851711465033.0,25.156,0.028,655.424,40.035,6.506,839.244,74.866,9.794,0.929,0.453,0.329,0.726,0.354,0.257,411.39,0.456,656.838,0.727,0.355,369.693,12275.316,47898.059,8816.216,98.631,177.967,38137.898,2812.81,,2827.125,1.379,3.565,0.004,27.257,0.03,0.946,1.808,183.82,0.204,649.039,0.719,156.969,0.174,188.056,0.208,,,2552.772,4.783,2.91,2.946,4.92,2.742,1.439,3.062,1.94,1.135,0.206,5.325,0.979,,1.487,0.699,3.08,2.054,,3.979,0.021,0.016,0.04,0.004,1632.941,854.531,1.414,0.216
India,1993,IND,922118380.0,1944353884791.0,26.602,0.029,677.262,21.839,3.332,825.363,-13.88,-1.654,0.895,0.424,0.315,0.734,0.348,0.259,433.085,0.47,661.066,0.717,0.34,396.295,12952.578,48723.422,9249.302,102.332,204.964,38286.0,2999.687,,2837.215,1.346,3.701,0.004,26.996,0.029,0.946,1.777,148.101,0.161,647.945,0.703,160.823,0.174,186.878,0.203,,,2616.248,4.841,2.977,2.898,5.113,2.825,1.479,3.059,1.998,1.147,0.227,5.303,1.012,,1.592,0.674,2.583,2.037,,3.995,0.021,0.017,0.041,0.004,1638.294,872.375,-16.196,-2.391
India,1994,IND,941163772.0,2055026658036.0,28.54,0.03,714.043,36.781,5.431,844.836,19.472,2.359,0.898,0.411,0.306,0.759,0.347,0.259,455.699,0.484,692.346,0.736,0.337,424.835,13666.621,49568.262,9705.0,104.183,233.961,38416.793,3198.642,,2929.481,1.342,1.852,0.002,28.997,0.031,0.97,1.781,130.793,0.139,653.566,0.694,166.668,0.177,198.955,0.211,,,2757.121,4.864,3.108,2.85,5.353,2.906,1.521,3.055,2.059,1.129,0.248,5.272,1.047,,0.592,0.718,1.961,2.163,,4.01,0.021,0.017,0.042,0.004,1675.792,912.834,-21.697,-3.039
India,1995,IND,960301046.0,2189535837458.0,31.104,0.032,760.48,46.437,6.503,865.059,20.223,2.394,0.901,0.395,0.292,0.792,0.347,0.257,471.741,0.491,728.637,0.759,0.333,455.939,14427.102,50433.32,10176.741,106.487,273.011,38521.371,3414.924,,3085.614,1.353,2.303,0.002,39.051,0.041,1.007,1.783,104.579,0.109,661.917,0.689,170.235,0.177,216.281,0.225,,,2963.118,5.015,3.234,2.903,5.386,2.992,1.565,3.052,2.12,1.114,0.277,5.241,1.085,,0.71,0.93,1.666,2.33,,4.025,0.022,0.017,0.043,0.004,1712.603,966.838,-31.843,-4.187
India,1996,IND,979678460.0,2345228680352.0,34.079,0.035,823.602,63.122,8.3,1004.1,139.041,16.073,1.025,0.428,0.326,0.841,0.351,0.267,504.479,0.515,773.568,0.79,0.33,490.018,15250.703,51437.418,10681.219,108.623,312.758,38701.867,3658.085,,3145.554,1.314,2.136,0.002,39.747,0.041,1.056,1.855,180.498,0.184,668.736,0.683,175.108,0.179,243.161,0.248,,,3081.631,5.379,3.399,3.263,5.62,3.087,1.612,3.056,2.184,1.097,0.303,5.219,1.128,,0.613,0.907,2.759,2.543,,4.042,0.022,0.018,0.044,0.004,1817.629,1034.173,-50.034,-6.075
India,1997,IND,999133764.0,2426804815330.0,37.418,0.037,857.976,34.374,4.174,975.465,-28.635,-2.852,0.976,0.402,0.3,0.859,0.354,0.264,527.685,0.528,802.52,0.803,0.331,527.436,16108.679,52412.883,11208.904,111.268,358.782,38819.355,3902.288,,3254.829,1.34,2.645,0.003,46.024,0.046,1.076,1.833,117.489,0.118,676.001,0.677,179.75,0.18,244.203,0.244,,,3252.01,5.679,3.519,3.011,5.911,3.191,1.66,3.055,2.251,1.085,0.334,5.179,1.168,,0.754,1.047,1.465,2.517,,4.057,0.022,0.018,0.045,0.004,1831.317,1075.385,-55.456,-6.464
India,1998,IND,1018665080.0,2567853125008.0,39.026,0.038,875.783,17.808,2.076,994.966,19.501,1.999,0.977,0.387,0.288,0.86,0.341,0.254,524.136,0.515,814.092,0.799,0.317,566.463,16984.463,53407.848,11733.041,113.401,406.377,38938.539,4165.18,,3386.291,1.343,2.133,0.002,47.595,0.047,1.073,1.822,119.182,0.117,679.577,0.667,183.609,0.18,262.892,0.258,,,3449.497,5.944,3.605,3.2,6.032,3.296,1.707,3.058,2.316,1.071,0.363,5.149,1.211,,0.637,1.071,1.755,2.677,,4.075,0.023,0.019,0.046,0.004,1855.813,1093.294,-61.692,-7.044
India,1999,IND,1038225822.0,2710353015518.0,44.592,0.043,961.194,85.41,9.752,1057.837,62.871,6.319,1.019,0.39,0.298,0.926,0.355,0.271,560.465,0.54,922.024,0.888,0.34,611.055,17945.658,54465.684,12293.506,115.449,458.996,39035.184,4466.649,,3415.791,1.308,2.048,0.002,52.619,0.051,1.14,1.868,96.643,0.093,684.029,0.659,187.064,0.18,301.469,0.29,,,3546.363,6.481,3.87,3.369,6.362,3.419,1.76,3.063,2.385,1.057,0.394,5.117,1.262,,0.624,1.147,1.473,2.995,,4.096,0.023,0.019,0.047,0.004,1939.573,1183.08,-39.17,-4.075
India,2000,IND,1057922731.0,2804478499774.0,45.957,0.043,987.065,25.871,2.692,1191.022,133.185,12.59,1.126,0.425,0.32,0.933,0.352,0.265,572.903,0.542,914.373,0.864,0.326,657.012,18932.721,55656.707,12866.409,117.423,511.787,39239.141,4780.09,,3521.43,1.328,1.973,0.002,52.791,0.05,1.146,1.896,203.957,0.193,685.316,0.648,183.787,0.174,313.441,0.296,,,3725.401,6.399,3.869,3.762,6.257,3.534,1.811,3.075,2.452,1.042,0.422,5.103,1.313,,0.571,1.117,3.319,3.069,,4.116,0.024,0.02,0.047,0.004,2005.885,1212.075,-72.692,-7.364
India,2001,IND,1077898579.0,2940745466088.0,46.74,0.043,1001.198,14.133,1.432,1161.141,-29.881,-2.509,1.077,0.395,0.31,0.929,0.34,0.268,582.111,0.54,921.53,0.855,0.313,703.752,19933.92,56817.848,13448.52,119.28,564.915,39399.082,5097.453,,3470.525,1.272,1.857,0.002,53.128,0.049,1.14,1.856,159.942,0.148,689.962,0.64,186.588,0.173,317.363,0.294,,,3740.874,6.226,3.897,3.727,6.321,3.638,1.861,3.086,2.519,1.028,0.448,5.087,1.361,,0.556,1.113,2.929,3.086,,4.133,0.024,0.02,0.048,0.004,2000.273,1228.616,-79.669,-7.957
India,2002,IND,1097600380.0,3024984520809.0,49.111,0.045,1032.75,31.552,3.151,1135.788,-25.353,-2.183,1.035,0.375,0.293,0.941,0.341,0.267,598.539,0.545,936.879,0.854,0.31,752.863,20966.67,57953.637,14047.059,120.882,622.524,39502.117,5423.343,,3526.61,1.28,1.602,0.001,57.609,0.052,1.151,1.817,103.038,0.094,683.408,0.623,180.288,0.164,325.889,0.297,,,3870.809,6.304,3.932,3.51,6.215,3.741,1.911,3.094,2.584,1.014,0.476,5.061,1.41,,0.496,1.172,1.691,3.173,,4.147,0.024,0.021,0.049,0.004,1994.045,1263.51,-95.872,-9.283
India,2003,IND,1116803000.0,3251114494190.0,50.88,0.046,1068.398,35.648,3.452,1197.958,62.17,5.474,1.073,0.368,0.299,0.957,0.329,0.267,625.833,0.56,985.412,0.882,0.303,803.743,22035.068,59151.594,14672.892,122.669,681.089,39631.68,5754.675,,3589.451,1.233,1.787,0.002,58.565,0.052,1.169,1.844,129.56,0.116,695.315,0.623,186.553,0.167,331.333,0.297,,,4008.71,5.934,3.864,3.425,5.979,3.831,1.959,3.1,2.649,1.0,0.501,5.03,1.456,,0.52,1.149,1.77,3.143,,4.156,0.025,0.021,0.05,0.004,2059.556,1305.699,-82.986,-7.767
